reference_char,hypothesis_char,pair,operation,folded_equal,count,item_id,engine,stage,document_type,difficulty
e,o,e->o,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
e,u,e->u,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
e,ı,e->ı,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
g,,g-><del>,deletion,False,20,data_158,easyocr,corrected,non-academic,intermediate
i,,i-><del>,deletion,False,105,data_158,easyocr,corrected,non-academic,intermediate
i,%,i->%,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
i,n,i->n,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
i,p,i->p,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
k,i,k->i,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
k,s,k->s,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
l,g,l->g,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
l,u,l->u,substitution,False,2,data_158,easyocr,corrected,non-academic,intermediate
o,,o-><del>,deletion,False,56,data_158,easyocr,corrected,non-academic,intermediate
o,n,o->n,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
o,ı,o->ı,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
r,ş,r->ş,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
s,,s-><del>,deletion,False,38,data_158,easyocr,corrected,non-academic,intermediate
u,,u-><del>,deletion,False,42,data_158,easyocr,corrected,non-academic,intermediate
u, ,u-> ,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
u,e,u->e,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
u,ı,u->ı,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
Ç,,Ç-><del>,deletion,False,3,data_158,easyocr,corrected,non-academic,intermediate
Ü,,Ü-><del>,deletion,False,1,data_158,easyocr,corrected,non-academic,intermediate
ç,,ç-><del>,deletion,False,20,data_158,easyocr,corrected,non-academic,intermediate
ö,,ö-><del>,deletion,False,5,data_158,easyocr,corrected,non-academic,intermediate
ü,,ü-><del>,deletion,False,14,data_158,easyocr,corrected,non-academic,intermediate
ğ,,ğ-><del>,deletion,False,6,data_158,easyocr,corrected,non-academic,intermediate
İ,,İ-><del>,deletion,False,1,data_158,easyocr,corrected,non-academic,intermediate
ı,,ı-><del>,deletion,False,93,data_158,easyocr,corrected,non-academic,intermediate
ı,a,ı->a,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
ş,,ş-><del>,deletion,False,34,data_158,easyocr,corrected,non-academic,intermediate
ş,a,ş->a,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
ş,r,ş->r,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
ş,s,ş->s,substitution,True,2,data_158,easyocr,corrected,non-academic,intermediate
ş,ç,ş->ç,substitution,False,1,data_158,easyocr,corrected,non-academic,intermediate
,U,<ins>->U,insertion,False,1,data_159,tesseract,raw,non-academic,intermediate
,g,<ins>->g,insertion,False,3,data_159,tesseract,raw,non-academic,intermediate
,i,<ins>->i,insertion,False,3,data_159,tesseract,raw,non-academic,intermediate
,o,<ins>->o,insertion,False,3,data_159,tesseract,raw,non-academic,intermediate
,s,<ins>->s,insertion,False,4,data_159,tesseract,raw,non-academic,intermediate
,u,<ins>->u,insertion,False,3,data_159,tesseract,raw,non-academic,intermediate
,Ö,<ins>->Ö,insertion,False,1,data_159,tesseract,raw,non-academic,intermediate
,Ü,<ins>->Ü,insertion,False,1,data_159,tesseract,raw,non-academic,intermediate
,ö,<ins>->ö,insertion,False,1,data_159,tesseract,raw,non-academic,intermediate
,ü,<ins>->ü,insertion,False,3,data_159,tesseract,raw,non-academic,intermediate
,ı,<ins>->ı,insertion,False,3,data_159,tesseract,raw,non-academic,intermediate
î,i,î->i,substitution,False,1,data_159,tesseract,raw,non-academic,intermediate
,U,<ins>->U,insertion,False,1,data_159,tesseract,corrected,non-academic,intermediate
,g,<ins>->g,insertion,False,3,data_159,tesseract,corrected,non-academic,intermediate
,i,<ins>->i,insertion,False,3,data_159,tesseract,corrected,non-academic,intermediate
,o,<ins>->o,insertion,False,3,data_159,tesseract,corrected,non-academic,intermediate
,s,<ins>->s,insertion,False,4,data_159,tesseract,corrected,non-academic,intermediate
,u,<ins>->u,insertion,False,3,data_159,tesseract,corrected,non-academic,intermediate
,Ö,<ins>->Ö,insertion,False,1,data_159,tesseract,corrected,non-academic,intermediate
,Ü,<ins>->Ü,insertion,False,1,data_159,tesseract,corrected,non-academic,intermediate
,ö,<ins>->ö,insertion,False,1,data_159,tesseract,corrected,non-academic,intermediate
,ü,<ins>->ü,insertion,False,3,data_159,tesseract,corrected,non-academic,intermediate
,ı,<ins>->ı,insertion,False,3,data_159,tesseract,corrected,non-academic,intermediate
î,i,î->i,substitution,False,1,data_159,tesseract,corrected,non-academic,intermediate
,U,<ins>->U,insertion,False,1,data_159,easyocr,raw,non-academic,intermediate
,c,<ins>->c,insertion,False,2,data_159,easyocr,raw,non-academic,intermediate
,g,<ins>->g,insertion,False,11,data_159,easyocr,raw,non-academic,intermediate
,i,<ins>->i,insertion,False,14,data_159,easyocr,raw,non-academic,intermediate
,o,<ins>->o,insertion,False,6,data_159,easyocr,raw,non-academic,intermediate
,s,<ins>->s,insertion,False,7,data_159,easyocr,raw,non-academic,intermediate
,u,<ins>->u,insertion,False,17,data_159,easyocr,raw,non-academic,intermediate
,Ö,<ins>->Ö,insertion,False,1,data_159,easyocr,raw,non-academic,intermediate
,Ü,<ins>->Ü,insertion,False,1,data_159,easyocr,raw,non-academic,intermediate
,ç,<ins>->ç,insertion,False,1,data_159,easyocr,raw,non-academic,intermediate
,ö,<ins>->ö,insertion,False,4,data_159,easyocr,raw,non-academic,intermediate
,ü,<ins>->ü,insertion,False,11,data_159,easyocr,raw,non-academic,intermediate
,ğ,<ins>->ğ,insertion,False,2,data_159,easyocr,raw,non-academic,intermediate
,ı,<ins>->ı,insertion,False,6,data_159,easyocr,raw,non-academic,intermediate
,ş,<ins>->ş,insertion,False,1,data_159,easyocr,raw,non-academic,intermediate
c,,c-><del>,deletion,False,2,data_159,easyocr,raw,non-academic,intermediate
g,,g-><del>,deletion,False,2,data_159,easyocr,raw,non-academic,intermediate
i,,i-><del>,deletion,False,10,data_159,easyocr,raw,non-academic,intermediate
o,,o-><del>,deletion,False,2,data_159,easyocr,raw,non-academic,intermediate
s,,s-><del>,deletion,False,2,data_159,easyocr,raw,non-academic,intermediate
u,,u-><del>,deletion,False,7,data_159,easyocr,raw,non-academic,intermediate
ç,,ç-><del>,deletion,False,1,data_159,easyocr,raw,non-academic,intermediate
î,i,î->i,substitution,False,1,data_159,easyocr,raw,non-academic,intermediate
ö,,ö-><del>,deletion,False,3,data_159,easyocr,raw,non-academic,intermediate
ü,,ü-><del>,deletion,False,4,data_159,easyocr,raw,non-academic,intermediate
ğ,,ğ-><del>,deletion,False,2,data_159,easyocr,raw,non-academic,intermediate
ı,,ı-><del>,deletion,False,3,data_159,easyocr,raw,non-academic,intermediate
ı,i,ı->i,substitution,True,2,data_159,easyocr,raw,non-academic,intermediate
ş,,ş-><del>,deletion,False,1,data_159,easyocr,raw,non-academic,intermediate
,U,<ins>->U,insertion,False,1,data_159,easyocr,corrected,non-academic,intermediate
,c,<ins>->c,insertion,False,2,data_159,easyocr,corrected,non-academic,intermediate
,g,<ins>->g,insertion,False,11,data_159,easyocr,corrected,non-academic,intermediate
,i,<ins>->i,insertion,False,14,data_159,easyocr,corrected,non-academic,intermediate
,o,<ins>->o,insertion,False,6,data_159,easyocr,corrected,non-academic,intermediate
,s,<ins>->s,insertion,False,7,data_159,easyocr,corrected,non-academic,intermediate
,u,<ins>->u,insertion,False,17,data_159,easyocr,corrected,non-academic,intermediate
,Ö,<ins>->Ö,insertion,False,1,data_159,easyocr,corrected,non-academic,intermediate
,Ü,<ins>->Ü,insertion,False,1,data_159,easyocr,corrected,non-academic,intermediate
,ç,<ins>->ç,insertion,False,1,data_159,easyocr,corrected,non-academic,intermediate
,ö,<ins>->ö,insertion,False,4,data_159,easyocr,corrected,non-academic,intermediate
,ü,<ins>->ü,insertion,False,11,data_159,easyocr,corrected,non-academic,intermediate
,ğ,<ins>->ğ,insertion,False,2,data_159,easyocr,corrected,non-academic,intermediate
,ı,<ins>->ı,insertion,False,6,data_159,easyocr,corrected,non-academic,intermediate
,ş,<ins>->ş,insertion,False,1,data_159,easyocr,corrected,non-academic,intermediate
c,,c-><del>,deletion,False,2,data_159,easyocr,corrected,non-academic,intermediate
g,,g-><del>,deletion,False,2,data_159,easyocr,corrected,non-academic,intermediate
i,,i-><del>,deletion,False,10,data_159,easyocr,corrected,non-academic,intermediate
o,,o-><del>,deletion,False,2,data_159,easyocr,corrected,non-academic,intermediate
s,,s-><del>,deletion,False,2,data_159,easyocr,corrected,non-academic,intermediate
u,,u-><del>,deletion,False,7,data_159,easyocr,corrected,non-academic,intermediate
ç,,ç-><del>,deletion,False,1,data_159,easyocr,corrected,non-academic,intermediate
î,i,î->i,substitution,False,1,data_159,easyocr,corrected,non-academic,intermediate
ö,,ö-><del>,deletion,False,3,data_159,easyocr,corrected,non-academic,intermediate
ü,,ü-><del>,deletion,False,4,data_159,easyocr,corrected,non-academic,intermediate
ğ,,ğ-><del>,deletion,False,2,data_159,easyocr,corrected,non-academic,intermediate
ı,,ı-><del>,deletion,False,3,data_159,easyocr,corrected,non-academic,intermediate
ş,,ş-><del>,deletion,False,1,data_159,easyocr,corrected,non-academic,intermediate
,G,<ins>->G,insertion,False,2,data_160,tesseract,raw,non-academic,intermediate
,O,<ins>->O,insertion,False,1,data_160,tesseract,raw,non-academic,intermediate
,S,<ins>->S,insertion,False,4,data_160,tesseract,raw,non-academic,intermediate
,c,<ins>->c,insertion,False,2,data_160,tesseract,raw,non-academic,intermediate
,i,<ins>->i,insertion,False,7,data_160,tesseract,raw,non-academic,intermediate
,o,<ins>->o,insertion,False,5,data_160,tesseract,raw,non-academic,intermediate
,s,<ins>->s,insertion,False,3,data_160,tesseract,raw,non-academic,intermediate
,u,<ins>->u,insertion,False,2,data_160,tesseract,raw,non-academic,intermediate
,ç,<ins>->ç,insertion,False,2,data_160,tesseract,raw,non-academic,intermediate
,ü,<ins>->ü,insertion,False,5,data_160,tesseract,raw,non-academic,intermediate
,İ,<ins>->İ,insertion,False,1,data_160,tesseract,raw,non-academic,intermediate
,ı,<ins>->ı,insertion,False,4,data_160,tesseract,raw,non-academic,intermediate
,Ş,<ins>->Ş,insertion,False,3,data_160,tesseract,raw,non-academic,intermediate
,ş,<ins>->ş,insertion,False,3,data_160,tesseract,raw,non-academic,intermediate
,G,<ins>->G,insertion,False,2,data_160,tesseract,corrected,non-academic,intermediate
,O,<ins>->O,insertion,False,1,data_160,tesseract,corrected,non-academic,intermediate
,S,<ins>->S,insertion,False,4,data_160,tesseract,corrected,non-academic,intermediate
,c,<ins>->c,insertion,False,2,data_160,tesseract,corrected,non-academic,intermediate
,i,<ins>->i,insertion,False,7,data_160,tesseract,corrected,non-academic,intermediate
,o,<ins>->o,insertion,False,5,data_160,tesseract,corrected,non-academic,intermediate
,s,<ins>->s,insertion,False,3,data_160,tesseract,corrected,non-academic,intermediate
,u,<ins>->u,insertion,False,2,data_160,tesseract,corrected,non-academic,intermediate
,ç,<ins>->ç,insertion,False,2,data_160,tesseract,corrected,non-academic,intermediate
,ü,<ins>->ü,insertion,False,5,data_160,tesseract,corrected,non-academic,intermediate
,İ,<ins>->İ,insertion,False,1,data_160,tesseract,corrected,non-academic,intermediate
,ı,<ins>->ı,insertion,False,4,data_160,tesseract,corrected,non-academic,intermediate
,Ş,<ins>->Ş,insertion,False,3,data_160,tesseract,corrected,non-academic,intermediate
,ş,<ins>->ş,insertion,False,3,data_160,tesseract,corrected,non-academic,intermediate
,G,<ins>->G,insertion,False,1,data_160,easyocr,raw,non-academic,intermediate
,I,<ins>->I,insertion,False,1,data_160,easyocr,raw,non-academic,intermediate
,S,<ins>->S,insertion,False,2,data_160,easyocr,raw,non-academic,intermediate
,c,<ins>->c,insertion,False,1,data_160,easyocr,raw,non-academic,intermediate
,i,<ins>->i,insertion,False,7,data_160,easyocr,raw,non-academic,intermediate
,o,<ins>->o,insertion,False,10,data_160,easyocr,raw,non-academic,intermediate
,s,<ins>->s,insertion,False,4,data_160,easyocr,raw,non-academic,intermediate
,u,<ins>->u,insertion,False,2,data_160,easyocr,raw,non-academic,intermediate
,ç,<ins>->ç,insertion,False,2,data_160,easyocr,raw,non-academic,intermediate
,ü,<ins>->ü,insertion,False,6,data_160,easyocr,raw,non-academic,intermediate
,İ,<ins>->İ,insertion,False,2,data_160,easyocr,raw,non-academic,intermediate
,ı,<ins>->ı,insertion,False,2,data_160,easyocr,raw,non-academic,intermediate
,ş,<ins>->ş,insertion,False,2,data_160,easyocr,raw,non-academic,intermediate
ı,i,ı->i,substitution,True,1,data_160,easyocr,raw,non-academic,intermediate
,G,<ins>->G,insertion,False,1,data_160,easyocr,corrected,non-academic,intermediate
,I,<ins>->I,insertion,False,1,data_160,easyocr,corrected,non-academic,intermediate
,S,<ins>->S,insertion,False,2,data_160,easyocr,corrected,non-academic,intermediate
,c,<ins>->c,insertion,False,1,data_160,easyocr,corrected,non-academic,intermediate
,i,<ins>->i,insertion,False,7,data_160,easyocr,corrected,non-academic,intermediate
,o,<ins>->o,insertion,False,10,data_160,easyocr,corrected,non-academic,intermediate
,s,<ins>->s,insertion,False,4,data_160,easyocr,corrected,non-academic,intermediate
,u,<ins>->u,insertion,False,2,data_160,easyocr,corrected,non-academic,intermediate
,ç,<ins>->ç,insertion,False,2,data_160,easyocr,corrected,non-academic,intermediate
,ü,<ins>->ü,insertion,False,6,data_160,easyocr,corrected,non-academic,intermediate
,İ,<ins>->İ,insertion,False,2,data_160,easyocr,corrected,non-academic,intermediate
,ı,<ins>->ı,insertion,False,2,data_160,easyocr,corrected,non-academic,intermediate
,ş,<ins>->ş,insertion,False,2,data_160,easyocr,corrected,non-academic,intermediate
,O,<ins>->O,insertion,False,1,data_161,tesseract,raw,pptx,intermediate
,c,<ins>->c,insertion,False,1,data_161,tesseract,raw,pptx,intermediate
,o,<ins>->o,insertion,False,1,data_161,tesseract,raw,pptx,intermediate
,s,<ins>->s,insertion,False,6,data_161,tesseract,raw,pptx,intermediate
(,O,(->O,substitution,False,1,data_161,tesseract,raw,pptx,intermediate
,O,<ins>->O,insertion,False,1,data_161,tesseract,corrected,pptx,intermediate
,c,<ins>->c,insertion,False,1,data_161,tesseract,corrected,pptx,intermediate
,o,<ins>->o,insertion,False,1,data_161,tesseract,corrected,pptx,intermediate
,s,<ins>->s,insertion,False,6,data_161,tesseract,corrected,pptx,intermediate
(,O,(->O,substitution,False,1,data_161,tesseract,corrected,pptx,intermediate
,O,<ins>->O,insertion,False,1,data_161,easyocr,raw,pptx,intermediate
,s,<ins>->s,insertion,False,6,data_161,easyocr,raw,pptx,intermediate
Ş,S,Ş->S,substitution,True,1,data_161,easyocr,raw,pptx,intermediate
ş,s,ş->s,substitution,True,2,data_161,easyocr,raw,pptx,intermediate
,O,<ins>->O,insertion,False,1,data_161,easyocr,corrected,pptx,intermediate
,s,<ins>->s,insertion,False,6,data_161,easyocr,corrected,pptx,intermediate
ş,s,ş->s,substitution,True,2,data_161,easyocr,corrected,pptx,intermediate
,c,<ins>->c,insertion,False,2,data_162,tesseract,raw,pptx,hard
,i,<ins>->i,insertion,False,4,data_162,tesseract,raw,pptx,hard
,o,<ins>->o,insertion,False,3,data_162,tesseract,raw,pptx,hard
,Ö,<ins>->Ö,insertion,False,1,data_162,tesseract,raw,pptx,hard
,Ü,<ins>->Ü,insertion,False,2,data_162,tesseract,raw,pptx,hard
,ı,<ins>->ı,insertion,False,2,data_162,tesseract,raw,pptx,hard
,c,<ins>->c,insertion,False,2,data_162,tesseract,corrected,pptx,hard
,i,<ins>->i,insertion,False,4,data_162,tesseract,corrected,pptx,hard
,o,<ins>->o,insertion,False,3,data_162,tesseract,corrected,pptx,hard
,Ö,<ins>->Ö,insertion,False,1,data_162,tesseract,corrected,pptx,hard
,Ü,<ins>->Ü,insertion,False,2,data_162,tesseract,corrected,pptx,hard
,ı,<ins>->ı,insertion,False,2,data_162,tesseract,corrected,pptx,hard
,O,<ins>->O,insertion,False,2,data_162,easyocr,raw,pptx,hard
,c,<ins>->c,insertion,False,1,data_162,easyocr,raw,pptx,hard
,i,<ins>->i,insertion,False,3,data_162,easyocr,raw,pptx,hard
,ı,<ins>->ı,insertion,False,3,data_162,easyocr,raw,pptx,hard
,O,<ins>->O,insertion,False,2,data_162,easyocr,corrected,pptx,hard
,c,<ins>->c,insertion,False,1,data_162,easyocr,corrected,pptx,hard
,i,<ins>->i,insertion,False,3,data_162,easyocr,corrected,pptx,hard
,ı,<ins>->ı,insertion,False,3,data_162,easyocr,corrected,pptx,hard
,O,<ins>->O,insertion,False,1,data_163,tesseract,raw,pptx,hard
,g,<ins>->g,insertion,False,3,data_163,tesseract,raw,pptx,hard
,s,<ins>->s,insertion,False,1,data_163,tesseract,raw,pptx,hard
,Ü,<ins>->Ü,insertion,False,1,data_163,tesseract,raw,pptx,hard
,ü,<ins>->ü,insertion,False,1,data_163,tesseract,raw,pptx,hard
,İ,<ins>->İ,insertion,False,1,data_163,tesseract,raw,pptx,hard
g,ğ,g->ğ,substitution,True,1,data_163,tesseract,raw,pptx,hard
,O,<ins>->O,insertion,False,1,data_163,tesseract,corrected,pptx,hard
,g,<ins>->g,insertion,False,3,data_163,tesseract,corrected,pptx,hard
,s,<ins>->s,insertion,False,1,data_163,tesseract,corrected,pptx,hard
,Ü,<ins>->Ü,insertion,False,1,data_163,tesseract,corrected,pptx,hard
,ü,<ins>->ü,insertion,False,1,data_163,tesseract,corrected,pptx,hard
,İ,<ins>->İ,insertion,False,1,data_163,tesseract,corrected,pptx,hard
g,ğ,g->ğ,substitution,True,1,data_163,tesseract,corrected,pptx,hard
,c,<ins>->c,insertion,False,1,data_163,easyocr,raw,pptx,hard
g,ğ,g->ğ,substitution,True,1,data_163,easyocr,raw,pptx,hard
Ş,S,Ş->S,substitution,True,1,data_163,easyocr,raw,pptx,hard
ş,s,ş->s,substitution,True,3,data_163,easyocr,raw,pptx,hard
,c,<ins>->c,insertion,False,1,data_163,easyocr,corrected,pptx,hard
g,ğ,g->ğ,substitution,True,1,data_163,easyocr,corrected,pptx,hard
ş,s,ş->s,substitution,True,2,data_163,easyocr,corrected,pptx,hard
,I,<ins>->I,insertion,False,1,data_164,tesseract,raw,pptx,hard
,ö,<ins>->ö,insertion,False,1,data_164,tesseract,raw,pptx,hard
ğ,g,ğ->g,substitution,True,1,data_164,tesseract,raw,pptx,hard
,I,<ins>->I,insertion,False,1,data_164,tesseract,corrected,pptx,hard
,ö,<ins>->ö,insertion,False,1,data_164,tesseract,corrected,pptx,hard
ğ,g,ğ->g,substitution,True,1,data_164,tesseract,corrected,pptx,hard
Ş,S,Ş->S,substitution,True,1,data_164,easyocr,raw,pptx,hard
ş,s,ş->s,substitution,True,4,data_164,easyocr,raw,pptx,hard
ş,s,ş->s,substitution,True,2,data_164,easyocr,corrected,pptx,hard
,I,<ins>->I,insertion,False,2,data_165,tesseract,raw,pptx,intermediate
,c,<ins>->c,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,g,<ins>->g,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,i,<ins>->i,insertion,False,6,data_165,tesseract,raw,pptx,intermediate
,o,<ins>->o,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,s,<ins>->s,insertion,False,3,data_165,tesseract,raw,pptx,intermediate
,u,<ins>->u,insertion,False,2,data_165,tesseract,raw,pptx,intermediate
,Ü,<ins>->Ü,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,ç,<ins>->ç,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,ü,<ins>->ü,insertion,False,4,data_165,tesseract,raw,pptx,intermediate
,Ğ,<ins>->Ğ,insertion,False,2,data_165,tesseract,raw,pptx,intermediate
,ğ,<ins>->ğ,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,İ,<ins>->İ,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,ı,<ins>->ı,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,ş,<ins>->ş,insertion,False,1,data_165,tesseract,raw,pptx,intermediate
,I,<ins>->I,insertion,False,2,data_165,tesseract,corrected,pptx,intermediate
,c,<ins>->c,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,g,<ins>->g,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,i,<ins>->i,insertion,False,6,data_165,tesseract,corrected,pptx,intermediate
,o,<ins>->o,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,s,<ins>->s,insertion,False,3,data_165,tesseract,corrected,pptx,intermediate
,u,<ins>->u,insertion,False,3,data_165,tesseract,corrected,pptx,intermediate
,Ü,<ins>->Ü,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,ç,<ins>->ç,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,ü,<ins>->ü,insertion,False,3,data_165,tesseract,corrected,pptx,intermediate
,Ğ,<ins>->Ğ,insertion,False,2,data_165,tesseract,corrected,pptx,intermediate
,ğ,<ins>->ğ,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,İ,<ins>->İ,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,ı,<ins>->ı,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,ş,<ins>->ş,insertion,False,1,data_165,tesseract,corrected,pptx,intermediate
,c,<ins>->c,insertion,False,1,data_165,easyocr,raw,pptx,intermediate
,i,<ins>->i,insertion,False,2,data_165,easyocr,raw,pptx,intermediate
,o,<ins>->o,insertion,False,1,data_165,easyocr,raw,pptx,intermediate
,s,<ins>->s,insertion,False,2,data_165,easyocr,raw,pptx,intermediate
,u,<ins>->u,insertion,False,3,data_165,easyocr,raw,pptx,intermediate
o,0,o->0,substitution,False,2,data_165,easyocr,raw,pptx,intermediate
,c,<ins>->c,insertion,False,1,data_165,easyocr,corrected,pptx,intermediate
,i,<ins>->i,insertion,False,2,data_165,easyocr,corrected,pptx,intermediate
,o,<ins>->o,insertion,False,1,data_165,easyocr,corrected,pptx,intermediate
,s,<ins>->s,insertion,False,2,data_165,easyocr,corrected,pptx,intermediate
,u,<ins>->u,insertion,False,3,data_165,easyocr,corrected,pptx,intermediate
o,0,o->0,substitution,False,2,data_165,easyocr,corrected,pptx,intermediate
İ,I,İ->I,substitution,True,12,data_166,tesseract,corrected,thesis,easy
ı,i,ı->i,substitution,True,1,data_166,easyocr,raw,thesis,easy
ş,s,ş->s,substitution,True,2,data_166,easyocr,raw,thesis,easy
İ,I,İ->I,substitution,True,12,data_166,easyocr,corrected,thesis,easy
ş,s,ş->s,substitution,True,2,data_166,easyocr,corrected,thesis,easy
,s,<ins>->s,insertion,False,2,data_167,tesseract,raw,thesis,easy
Q,O,Q->O,substitution,False,1,data_167,tesseract,raw,thesis,easy
,s,<ins>->s,insertion,False,2,data_167,tesseract,corrected,thesis,easy
Q,O,Q->O,substitution,False,1,data_167,tesseract,corrected,thesis,easy
İ,I,İ->I,substitution,True,7,data_167,tesseract,corrected,thesis,easy
,s,<ins>->s,insertion,False,2,data_167,easyocr,raw,thesis,easy
Q,O,Q->O,substitution,False,1,data_167,easyocr,raw,thesis,easy
,s,<ins>->s,insertion,False,2,data_167,easyocr,corrected,thesis,easy
Q,O,Q->O,substitution,False,1,data_167,easyocr,corrected,thesis,easy
İ,I,İ->I,substitution,True,7,data_167,easyocr,corrected,thesis,easy
ş,s,ş->s,substitution,True,2,data_168,easyocr,raw,thesis,easy
ş,s,ş->s,substitution,True,2,data_168,easyocr,corrected,thesis,easy
I,İ,I->İ,substitution,True,1,data_169,tesseract,raw,thesis,easy
ğ,g,ğ->g,substitution,True,1,data_169,tesseract,raw,thesis,easy
I,İ,I->İ,substitution,True,1,data_169,tesseract,corrected,thesis,easy
I,İ,I->İ,substitution,True,1,data_169,easyocr,raw,thesis,easy
I,İ,I->İ,substitution,True,1,data_169,easyocr,corrected,thesis,easy
q,g,q->g,substitution,False,2,data_170,tesseract,raw,thesis,easy
ó,ö,ó->ö,substitution,False,1,data_170,tesseract,raw,thesis,easy
q,g,q->g,substitution,False,2,data_170,tesseract,corrected,thesis,easy
ó,ö,ó->ö,substitution,False,1,data_170,tesseract,corrected,thesis,easy
İ,I,İ->I,substitution,True,2,data_170,tesseract,corrected,thesis,easy
q,g,q->g,substitution,False,2,data_170,easyocr,raw,thesis,easy
ó,o,ó->o,substitution,False,1,data_170,easyocr,raw,thesis,easy
ı,i,ı->i,substitution,True,2,data_170,easyocr,raw,thesis,easy
ş,g,ş->g,substitution,False,1,data_170,easyocr,raw,thesis,easy
q,g,q->g,substitution,False,2,data_170,easyocr,corrected,thesis,easy
ó,o,ó->o,substitution,False,1,data_170,easyocr,corrected,thesis,easy
İ,I,İ->I,substitution,True,2,data_170,easyocr,corrected,thesis,easy
ş,g,ş->g,substitution,False,1,data_170,easyocr,corrected,thesis,easy
,c,<ins>->c,insertion,False,1,data_171,tesseract,raw,thesis,intermediate
,i,<ins>->i,insertion,False,4,data_171,tesseract,raw,thesis,intermediate
,s,<ins>->s,insertion,False,1,data_171,tesseract,raw,thesis,intermediate
,u,<ins>->u,insertion,False,2,data_171,tesseract,raw,thesis,intermediate
,ö,<ins>->ö,insertion,False,1,data_171,tesseract,raw,thesis,intermediate
,ğ,<ins>->ğ,insertion,False,1,data_171,tesseract,raw,thesis,intermediate
,ı,<ins>->ı,insertion,False,1,data_171,tesseract,raw,thesis,intermediate
 ,o, ->o,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
 ,ş, ->ş,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
",",ş,",->ş",substitution,False,1,data_171,tesseract,raw,thesis,intermediate
a,g,a->g,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
a,i,a->i,substitution,False,2,data_171,tesseract,raw,thesis,intermediate
a,ı,a->ı,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
d,i,d->i,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
e,i,e->i,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
e,o,e->o,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
e,s,e->s,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
e,u,e->u,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
e,ğ,e->ğ,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
e,ı,e->ı,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
g,,g-><del>,deletion,False,1,data_171,tesseract,raw,thesis,intermediate
g,l,g->l,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
i,,i-><del>,deletion,False,4,data_171,tesseract,raw,thesis,intermediate
i, ,i-> ,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
i,a,i->a,substitution,False,2,data_171,tesseract,raw,thesis,intermediate
i,e,i->e,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
i,n,i->n,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
i,t,i->t,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
i,ç,i->ç,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
i,ş,i->ş,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
k,i,k->i,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
k,o,k->o,substitution,False,2,data_171,tesseract,raw,thesis,intermediate
k,s,k->s,substitution,False,1,data_171,tesseract,raw,thesis,intermediate
